gene_id	eligible_untrimmed	eligible_trimmed	gap_untrimmed	gap_trimmed	length_untrimmed	length_trimmed	pis_untrimmed	pis_trimmed	occupancy_untrimmed	occupancy_trimmed	became_eligible	became_excluded	retained_length_fraction	pis_retained_fraction
EOG09264CND	False	True	0.6426234615983798	0.0243055555555555	917	288	154	154	1.0	1.0	True	False	0.31406761177753545	1.0
EOG09264COX	True	True	0.0976858032932799	0.0077422577422577	321	286	79	78	1.0	1.0	False	False	0.8909657320872274	0.9873417721518988
EOG09264CP4	True	True	0.1346078813889972	0.0063956144358154	233	199	42	42	0.7857142857142857	0.7857142857142857	False	False	0.8540772532188842	1.0
EOG09264CP8	True	True	0.0818181818181818	0.0132890365448504	330	301	101	101	0.9285714285714286	0.9285714285714286	False	False	0.9121212121212121	1.0
EOG09264CST	True	True	0.184453781512605	0.0165505226480836	510	410	146	138	1.0	1.0	False	False	0.803921568627451	0.9452054794520548
EOG09264D7Y	True	True	0.1359724612736661	0.0023291925465838	332	276	54	52	1.0	1.0	False	False	0.8313253012048193	0.9629629629629629
EOG09264DIM	False	True	0.7137423016543896	0.0124481327800829	1183	241	96	94	1.0	1.0	True	False	0.2037193575655114	0.9791666666666666
EOG09264DJ8	True	True	0.1066350710900474	0.0128898128898128	422	370	121	115	0.9285714285714286	0.9285714285714286	False	False	0.8767772511848341	0.9504132231404959
EOG09264DMU	True	True	0.4906476828587381	0.0133333333333333	597	175	182	103	0.8571428571428571	0.8571428571428571	False	False	0.2931323283082077	0.5659340659340659
EOG09264DOU	True	True	0.1728062294100029	0.0087619047619047	477	375	184	168	1.0	1.0	False	False	0.7861635220125787	0.9130434782608695
EOG09264DT4	True	True	0.2929941760877013	0.0155821490900024	834	573	151	146	1.0	1.0	False	False	0.6870503597122302	0.9668874172185431
EOG09264DY4	True	True	0.3553649275769934	0.0255583126550868	547	310	177	166	0.9285714285714286	0.9285714285714286	False	False	0.56672760511883	0.9378531073446328
EOG09264DYD	True	True	0.1502695417789757	0.0047460844803037	742	602	208	192	1.0	1.0	False	False	0.8113207547169812	0.9230769230769231
EOG09264E5J	True	True	0.321813779440898	0.0087281795511221	649	401	175	162	1.0	1.0	False	False	0.6178736517719569	0.9257142857142857
EOG09264E6Z	False	True	0.7458874458874459	0.0126929674099485	1890	265	156	147	0.7857142857142857	0.7857142857142857	True	False	0.1402116402116402	0.9423076923076923
EOG09264EGS	False	True	0.7068225891755303	0.0594239883339409	1309	211	191	94	0.9285714285714286	0.9285714285714286	True	False	0.16119174942704353	0.49214659685863876
EOG09264ENO	False	True	0.7329115185332802	0.0305084745762711	1544	295	170	154	0.9285714285714286	0.9285714285714286	True	False	0.19106217616580312	0.9058823529411765
EOG09264F1U	True	True	0.1170761298149833	0.0056717476072314	471	403	166	157	1.0	1.0	False	False	0.8556263269639066	0.9457831325301205
EOG09264F60	True	True	0.2829564258135686	0.0007936507936507	259	180	42	42	1.0	1.0	False	False	0.694980694980695	1.0
EOG09264FOM	True	True	0.0110294117647058	0.0016583747927031	204	201	51	49	0.8571428571428571	0.8571428571428571	False	False	0.9852941176470589	0.9607843137254902
EOG09264FVQ	True	True	0.0848393574297188	0.0066445182724252	332	301	93	93	0.8571428571428571	0.8571428571428571	False	False	0.9066265060240963	1.0
EOG09264FWI	True	True	0.0696929238985313	0.0027584204413472	535	492	249	245	1.0	1.0	False	False	0.9196261682242991	0.9839357429718876
EOG09264FXB	True	True	0.4188819875776397	0.0196744627054361	1725	904	417	400	1.0	1.0	False	False	0.5240579710144928	0.9592326139088729
EOG09264FYY	True	True	0.102336928608115	0.018920916481892	708	615	265	253	0.7857142857142857	0.7857142857142857	False	False	0.8686440677966102	0.9547169811320755
EOG09264G04	True	True	0.4131773399014778	0.0007980845969672	348	179	32	25	1.0	1.0	False	False	0.514367816091954	0.78125
EOG09264G0H	True	True	0.0480984340044742	0.0059523809523809	298	280	127	124	0.8571428571428571	0.8571428571428571	False	False	0.9395973154362416	0.9763779527559056
EOG09264G1F	True	True	0.3492772108843537	0.0182142857142857	672	400	142	127	1.0	1.0	False	False	0.5952380952380952	0.8943661971830986
EOG09264G1I	True	True	0.279905808477237	0.0002289377289377	455	312	79	75	1.0	1.0	False	False	0.6857142857142857	0.9493670886075949
EOG09264G4X	False	False	0.6401806730708061	0.6118337339177152	1429	1286	14	14	0.7857142857142857	0.7857142857142857	False	False	0.8999300209937019	1.0
EOG09264G7L	True	True	0.0945633314054366	0.0046296296296296	247	216	127	124	1.0	1.0	False	False	0.8744939271255061	0.9763779527559056
EOG09264GMT	True	True	0.3308270676691729	0.0552599263200982	513	349	132	132	1.0	1.0	False	False	0.6803118908382066	1.0
EOG09264GQZ	True	True	0.3287644787644788	0.0045984058859595	370	233	86	79	1.0	1.0	False	False	0.6297297297297297	0.9186046511627907
EOG09264HHW	True	True	0.2457264957264957	0.0	288	211	22	22	0.9285714285714286	0.9285714285714286	False	False	0.7326388888888888	1.0
EOG09264HN5	True	True	0.2468085106382978	0.043979057591623	329	191	149	106	0.7142857142857143	0.7142857142857143	False	False	0.5805471124620061	0.7114093959731543
EOG09264HOY	True	True	0.0660809778456837	0.0092032967032967	561	520	224	219	1.0	1.0	False	False	0.9269162210338681	0.9776785714285714
EOG09264HTG	True	True	0.0542825968357883	0.0026223776223776	282	264	27	26	0.9285714285714286	0.9285714285714286	False	False	0.9361702127659575	0.9629629629629629
EOG09264HU0	True	True	0.5660643704121965	0.0259910246821241	1012	382	223	197	1.0	1.0	False	False	0.3774703557312253	0.8834080717488789
EOG09264HX6	False	True	0.7695862068965518	0.0828220858895705	1450	163	125	87	0.7142857142857143	0.7142857142857143	True	False	0.11241379310344828	0.696
EOG09264I14	True	True	0.143818065342729	0.0068027210884353	223	189	47	46	1.0	1.0	False	False	0.8475336322869955	0.9787234042553191
EOG09264I6B	True	True	0.1480793060718711	0.0346907993966817	269	221	126	117	0.8571428571428571	0.8571428571428571	False	False	0.8215613382899628	0.9285714285714286
EOG09264I9J	True	True	0.19449081803005	0.0176683781334944	599	473	176	168	1.0	1.0	False	False	0.7896494156928213	0.9545454545454546
EOG09264IDN	True	True	0.3836648583484026	0.0158730158730158	474	234	158	118	1.0	1.0	False	False	0.4936708860759494	0.7468354430379747
EOG09264IG5	True	True	0.4278745644599303	0.0	410	215	59	59	1.0	1.0	False	False	0.524390243902439	1.0
EOG09264IIZ	True	True	0.1889312977099236	0.0072516316171138	262	197	80	74	1.0	1.0	False	False	0.7519083969465649	0.925
EOG09264IKZ	True	True	0.2975073706781024	0.013949780789159	287	193	138	135	0.9285714285714286	0.9285714285714286	False	False	0.6724738675958188	0.9782608695652174
EOG09264IMV	True	True	0.0584045584045584	0.0057540884312537	270	254	27	27	0.9285714285714286	0.9285714285714286	False	False	0.9407407407407408	1.0
EOG09264IOS	True	True	0.0354308390022675	0.0041322314049586	252	242	53	53	1.0	1.0	False	False	0.9603174603174603	1.0
EOG09264IPL	True	True	0.1370221327967807	0.0099667774086378	355	301	172	169	1.0	1.0	False	False	0.847887323943662	0.9825581395348837
EOG09264IQ7	True	True	0.1122448979591836	0.0198412698412698	609	504	350	305	1.0	1.0	False	False	0.8275862068965517	0.8714285714285714
EOG09264IV9	True	True	0.358703481392557	0.0067811934900542	595	316	179	146	1.0	1.0	False	False	0.5310924369747899	0.8156424581005587
EOG09264J8E	True	True	0.2779552715654952	0.1428571428571428	313	253	153	151	1.0	1.0	False	False	0.8083067092651757	0.9869281045751634
EOG09264JHE	True	True	0.0196929238985313	0.0027341079972658	214	209	27	27	1.0	1.0	False	False	0.9766355140186916	1.0
EOG09264JK1	True	True	0.4067023285084959	0.1171835282155566	454	281	107	107	1.0	1.0	False	False	0.6189427312775331	1.0
EOG09264JQ1	True	True	0.1758912989279481	0.0105140186915887	573	428	209	176	1.0	1.0	False	False	0.7469458987783595	0.8421052631578947
EOG09264JW6	False	True	0.7314995899312347	0.0072463768115942	1441	276	88	83	0.7857142857142857	0.7857142857142857	True	False	0.19153365718251214	0.9431818181818182
EOG09264K2W	True	True	0.1385611843627111	0.0417761429322122	393	346	142	141	0.7857142857142857	0.7857142857142857	False	False	0.8804071246819338	0.9929577464788732
EOG09264KDO	True	True	0.0306560392397302	0.0104761904761904	233	225	83	80	1.0	1.0	False	False	0.9656652360515021	0.963855421686747
EOG09264KIV	True	True	0.3234476367006487	0.0251598267684058	581	373	227	214	0.9285714285714286	0.9285714285714286	False	False	0.6419965576592083	0.9427312775330396
EOG09264KK7	True	True	0.1625903279599777	0.001082251082251	257	198	79	70	1.0	1.0	False	False	0.7704280155642024	0.8860759493670886
EOG09264KO7	True	True	0.1373069498069498	0.0066244239631336	296	248	111	106	1.0	1.0	False	False	0.8378378378378378	0.954954954954955
EOG09264KSI	True	True	0.0553571428571428	0.0068389057750759	200	188	77	77	1.0	1.0	False	False	0.94	1.0
EOG09264KTU	False	False	0.452058657642414	0.0161691542288557	591	268	42	42	0.4285714285714285	0.4285714285714285	False	False	0.45346869712351945	1.0
EOG09264L06	True	True	0.2164872798434442	0.0305223410950283	292	227	124	121	1.0	1.0	False	False	0.7773972602739726	0.9758064516129032
EOG09264L0C	True	True	0.5218393593787916	0.3510292524377031	634	426	50	50	0.9285714285714286	0.9285714285714286	False	False	0.6719242902208202	1.0
EOG09264L3W	True	True	0.1619047619047619	0.0252232142857142	390	320	106	104	1.0	1.0	False	False	0.8205128205128205	0.9811320754716981
EOG09264L6D	True	True	0.3796934014663408	0.0514285714285714	643	400	192	192	1.0	1.0	False	False	0.6220839813374806	1.0
EOG09264LBC	True	True	0.0367597004765146	0.0	226	217	29	29	0.9285714285714286	0.9285714285714286	False	False	0.9601769911504425	1.0
EOG09264LC7	True	True	0.3864661654135338	0.033001808318264	570	316	205	175	1.0	1.0	False	False	0.5543859649122806	0.8536585365853658
EOG09264LH2	True	True	0.329884290164664	0.0204819277108433	642	415	227	224	1.0	1.0	False	False	0.6464174454828661	0.986784140969163
EOG09264LJU	True	True	0.1972920696324951	0.1457069901053303	517	482	236	235	0.9285714285714286	0.9285714285714286	False	False	0.9323017408123792	0.9957627118644068
EOG09264LKR	True	True	0.4648607206746741	0.3231373889268626	559	418	49	49	1.0	1.0	False	False	0.7477638640429338	1.0
EOG09264MGU	True	True	0.3315068493150685	0.0052910052910052	730	459	202	190	1.0	1.0	False	False	0.6287671232876713	0.9405940594059405
EOG09264MIL	True	True	0.0296442687747035	0.0046838407494145	253	244	69	67	1.0	1.0	False	False	0.9644268774703557	0.9710144927536232
EOG09264MN3	True	True	0.1337962962962963	0.0011185682326621	180	149	61	57	0.8571428571428571	0.8571428571428571	False	False	0.8277777777777777	0.9344262295081968
EOG09264MZ1	True	True	0.2832494608195542	0.0162569389373513	321	194	113	81	0.9285714285714286	0.9285714285714286	False	False	0.6043613707165109	0.7168141592920354
EOG09264NC7	True	True	0.0381152460984393	0.0037926675094816	238	226	85	82	1.0	1.0	False	False	0.9495798319327731	0.9647058823529412
EOG09264NDD	True	True	0.150319829424307	0.0056967572304995	603	489	204	190	1.0	1.0	False	False	0.8109452736318408	0.9313725490196079
EOG09264NEF	True	True	0.2946873270614278	0.0733908948194662	278	196	64	62	0.9285714285714286	0.9285714285714286	False	False	0.7050359712230215	0.96875
EOG09264NJ1	True	True	0.255808724329186	0.1514396456256921	953	774	444	417	1.0	1.0	False	False	0.8121720881427072	0.9391891891891891
EOG09264NNY	True	True	0.2916749060707929	0.000603318250377	389	255	111	105	0.9285714285714286	0.9285714285714286	False	False	0.6555269922879178	0.9459459459459459
EOG09264O2D	True	True	0.0225752508361204	0.0064102564102564	184	180	63	63	0.9285714285714286	0.9285714285714286	False	False	0.9782608695652174	1.0
EOG09264O3B	True	True	0.2522959183673469	0.0010768126346015	280	199	81	74	1.0	1.0	False	False	0.7107142857142857	0.9135802469135802
EOG09264O6J	True	True	0.3419102511321532	0.0033852403520649	347	211	83	80	1.0	1.0	False	False	0.6080691642651297	0.963855421686747
EOG09264O9F	True	True	0.1120996441281138	0.0078347578347578	281	234	125	112	0.8571428571428571	0.8571428571428571	False	False	0.8327402135231317	0.896
EOG09264OAU	True	True	0.5482374768089053	0.0325526932084309	770	305	168	153	1.0	1.0	False	False	0.3961038961038961	0.9107142857142857
EOG09264OBA	True	True	0.0339366515837104	0.0031558185404339	204	195	58	58	0.9285714285714286	0.9285714285714286	False	False	0.9558823529411765	1.0
EOG09264OBO	True	True	0.1733163102457708	0.0039651070578905	241	194	86	85	0.9285714285714286	0.9285714285714286	False	False	0.8049792531120332	0.9883720930232558
EOG09264OM7	True	True	0.0081845238095238	0.0011337868480725	192	189	32	32	1.0	1.0	False	False	0.984375	1.0
EOG09264OML	True	True	0.1833166833166833	0.00031328320802	286	228	72	72	1.0	1.0	False	False	0.7972027972027972	1.0
EOG09264OQ8	True	True	0.1815764482431149	0.0129807692307692	405	320	102	101	0.9285714285714286	0.9285714285714286	False	False	0.7901234567901234	0.9901960784313726
EOG09264OXC	True	True	0.0384368994234465	0.0010155721056194	223	211	55	51	1.0	1.0	False	False	0.9461883408071748	0.9272727272727272
EOG09264OYZ	True	True	0.2724041634932724	0.0114096429885903	303	209	86	81	0.9285714285714286	0.9285714285714286	False	False	0.6897689768976898	0.9418604651162791
EOG09264P3R	True	True	0.2029960920538428	0.0005624296962879	329	254	47	45	1.0	1.0	False	False	0.7720364741641338	0.9574468085106383
EOG09264P4J	True	True	0.3333118057349522	0.2175640770911981	1106	719	576	389	1.0	1.0	False	False	0.6500904159132007	0.6753472222222222
EOG09264P74	True	True	0.1744505494505494	0.0521899304134261	416	349	89	83	1.0	1.0	False	False	0.8389423076923077	0.9325842696629213
EOG09264PD5	True	True	0.0853080568720379	0.0035460992907801	211	188	52	51	0.8571428571428571	0.8571428571428571	False	False	0.8909952606635071	0.9807692307692307
EOG09264PDD	True	True	0.1797111185757474	0.0066696309470875	229	173	117	109	0.9285714285714286	0.9285714285714286	False	False	0.7554585152838428	0.9316239316239316
EOG09264PE5	True	True	0.5940740740740741	0.0023515579071134	675	243	70	70	1.0	1.0	False	False	0.36	1.0
EOG09264PI4	True	True	0.27729494839761	0.0198183319570602	263	173	72	63	1.0	1.0	False	False	0.6577946768060836	0.875
EOG09264PK5	True	True	0.2229876722262509	0.0083333333333333	394	300	97	96	1.0	1.0	False	False	0.7614213197969543	0.9896907216494846
EOG09264PMA	True	True	0.2947876447876448	0.0046583850931677	370	230	167	147	1.0	1.0	False	False	0.6216216216216216	0.8802395209580839
EOG09264QRY	True	True	0.3783333333333333	0.0035765379113018	400	233	61	61	0.8571428571428571	0.8571428571428571	False	False	0.5825	1.0
EOG09264R0D	True	True	0.011617900172117	0.0002184359982525	332	327	106	105	1.0	1.0	False	False	0.9849397590361446	0.9905660377358491
EOG09264R1U	True	True	0.1996871741397289	0.0318181818181818	411	330	147	145	1.0	1.0	False	False	0.8029197080291971	0.9863945578231292
EOG09264R4M	True	True	0.01621958827199	0.0	229	225	47	47	1.0	1.0	False	False	0.982532751091703	1.0
EOG09264RBX	True	True	0.2650137741046832	0.0214592274678111	330	233	106	104	0.7857142857142857	0.7857142857142857	False	False	0.706060606060606	0.9811320754716981
EOG09264RIE	True	True	0.1182453909726637	0.0047065744962494	605	523	137	133	0.9285714285714286	0.9285714285714286	False	False	0.8644628099173554	0.9708029197080292
EOG09264RJ7	True	True	0.0411483253588516	0.0	190	181	40	40	0.7857142857142857	0.7857142857142857	False	False	0.9526315789473684	1.0
EOG09264RJL	True	True	0.2027972027972027	0.0164835164835164	209	154	78	71	0.9285714285714286	0.9285714285714286	False	False	0.7368421052631579	0.9102564102564102
EOG09264RQY	False	True	0.6310642377756471	0.4158347676419965	745	415	66	66	1.0	1.0	True	False	0.5570469798657718	1.0
EOG09264RR2	True	True	0.2629748528624933	0.0	267	190	13	13	1.0	1.0	False	False	0.7116104868913857	1.0
EOG09264RW6	True	True	0.2768831168831169	0.061276287164612	275	197	68	62	1.0	1.0	False	False	0.7163636363636363	0.9117647058823529
EOG09264S3E	True	True	0.0171875	0.0	192	188	36	36	0.7142857142857143	0.7142857142857143	False	False	0.9791666666666666	1.0
EOG09264S40	True	True	0.1128497790868924	0.0209322399654725	388	331	192	178	1.0	1.0	False	False	0.8530927835051546	0.9270833333333334
EOG09264S4C	True	True	0.4597195042400522	0.0241545893719806	438	207	120	119	1.0	1.0	False	False	0.4726027397260274	0.9916666666666667
EOG09264SET	True	True	0.2083971805087343	0.0011895321173671	251	194	38	38	0.9285714285714286	0.9285714285714286	False	False	0.7729083665338645	1.0
EOG09264SQJ	True	True	0.2383780991735537	0.0028520499108734	352	255	78	78	0.7857142857142857	0.7857142857142857	False	False	0.7244318181818182	1.0
EOG09264SSI	True	True	0.1169607285145133	0.0062254259501965	251	218	85	84	1.0	1.0	False	False	0.8685258964143426	0.9882352941176471
EOG09264SUZ	True	True	0.2087396171903214	0.0104218362282878	213	155	88	79	0.9285714285714286	0.9285714285714286	False	False	0.7276995305164319	0.8977272727272727
EOG09264T0J	True	True	0.3270676691729323	0.0003232062055591	361	221	29	26	1.0	1.0	False	False	0.6121883656509696	0.896551724137931
EOG09264T1U	False	True	0.7173008988060636	0.0143398268398268	2033	336	97	101	0.7857142857142857	0.7857142857142857	True	False	0.16527299557304476	1.041237113402062
EOG09264T3S	True	True	0.1270139634801289	0.057556080283353	266	242	114	112	1.0	1.0	False	False	0.9097744360902256	0.9824561403508771
EOG09264T8I	True	True	0.4935087874238276	0.0589282183112517	871	389	244	229	0.9285714285714286	0.9285714285714286	False	False	0.44661308840413316	0.9385245901639344
EOG09264THP	True	True	0.2804621848739496	0.0087374399301004	476	327	181	180	1.0	1.0	False	False	0.6869747899159664	0.994475138121547
EOG09264TJN	True	True	0.2252589182968929	0.0011655011655011	316	234	62	60	0.7857142857142857	0.7857142857142857	False	False	0.740506329113924	0.967741935483871
EOG09264TQ5	True	True	0.1173469387755102	0.0008854781582054	280	242	96	96	1.0	1.0	False	False	0.8642857142857143	1.0
EOG09264U78	True	True	0.2905477980665951	0.0221483942414175	931	645	282	278	1.0	1.0	False	False	0.6928034371643395	0.9858156028368794
EOG09264U81	True	True	0.0273224043715847	0.0060192616372391	183	178	86	86	1.0	1.0	False	False	0.9726775956284153	1.0
EOG09264UD3	True	True	0.010047281323877	0.000599520383693	141	139	19	18	0.8571428571428571	0.8571428571428571	False	False	0.9858156028368794	0.9473684210526315
EOG09264UJF	False	True	0.7480577136514983	0.0017316017316017	901	165	96	94	1.0	1.0	True	False	0.18312985571587126	0.9791666666666666
EOG09264UKL	False	False	0.3803174603174603	0.0809968847352024	945	321	53	43	0.3571428571428571	0.3571428571428571	False	False	0.3396825396825397	0.8113207547169812
EOG09264USX	True	True	0.0128737541528239	0.003803888419273	172	169	45	45	1.0	1.0	False	False	0.9825581395348837	1.0
EOG09264UVA	True	True	0.3195253022839229	0.0869152970922882	319	226	49	49	1.0	1.0	False	False	0.7084639498432602	1.0
EOG09264V2U	True	True	0.2404667046101309	0.0243161094224924	251	188	80	79	1.0	1.0	False	False	0.749003984063745	0.9875
EOG09264V30	True	True	0.540080971659919	0.0069930069930069	380	143	84	80	0.9285714285714286	0.9285714285714286	False	False	0.3763157894736842	0.9523809523809523
EOG09264V3H	True	True	0.3624601205246366	0.0426625903279599	806	514	122	121	1.0	1.0	False	False	0.6377171215880894	0.9918032786885246
EOG09264V51	False	True	0.6745358090185677	0.0047872340425531	754	188	63	63	0.7142857142857143	0.7142857142857143	True	False	0.2493368700265252	1.0
EOG09264VC6	True	True	0.3520658263305322	0.0065714285714285	408	250	117	113	1.0	1.0	False	False	0.6127450980392157	0.9658119658119658
EOG09264VRO	True	True	0.3217001629549158	0.0288708297690333	526	334	192	181	1.0	1.0	False	False	0.6349809885931559	0.9427083333333334
EOG09264VZ7	True	True	0.5324186171643799	0.0068807339449541	531	218	111	111	1.0	1.0	False	False	0.4105461393596987	1.0
EOG09264W1U	True	True	0.2898524649154372	0.0146043547530536	397	269	138	136	1.0	1.0	False	False	0.6775818639798489	0.9855072463768116
EOG09264W46	True	True	0.1086206896551724	0.0137795275590551	290	254	130	128	0.8571428571428571	0.8571428571428571	False	False	0.8758620689655172	0.9846153846153847
EOG09264W71	True	True	0.0126422250316055	0.0038436899423446	226	223	69	68	1.0	1.0	False	False	0.9867256637168141	0.9855072463768116
EOG09264W7W	True	True	0.1522682445759368	0.0037986704653371	390	324	148	147	0.9285714285714286	0.9285714285714286	False	False	0.8307692307692308	0.9932432432432432
EOG09264WF4	True	True	0.1373737373737373	0.0826102675343456	495	461	205	205	0.8571428571428571	0.8571428571428571	False	False	0.9313131313131313	1.0
EOG09264X31	True	True	0.3581914268937169	0.0	262	160	43	43	0.9285714285714286	0.9285714285714286	False	False	0.6106870229007634	1.0
EOG09264X41	True	True	0.2798690671031096	0.0122242098986285	376	258	131	128	0.9285714285714286	0.9285714285714286	False	False	0.6861702127659575	0.9770992366412213
EOG09264X8J	True	True	0.2586405529953917	0.0024213075060532	248	177	23	23	1.0	1.0	False	False	0.7137096774193549	1.0
EOG09264X9R	True	True	0.319515306122449	0.0405619311436485	560	361	199	177	1.0	1.0	False	False	0.6446428571428572	0.8894472361809045
EOG09264XF3	True	True	0.0869565217391304	0.0052034058656575	345	302	109	97	1.0	1.0	False	False	0.8753623188405797	0.8899082568807339
EOG09264XJC	True	True	0.163276836158192	0.0058299039780521	295	243	89	89	0.8571428571428571	0.8571428571428571	False	False	0.823728813559322	1.0
EOG09264XKX	True	True	0.4375223773720014	0.0040622884224779	399	211	56	56	1.0	1.0	False	False	0.5288220551378446	1.0
EOG09264XLN	True	True	0.356523534269199	0.060515873015873	346	216	149	144	1.0	1.0	False	False	0.6242774566473989	0.9664429530201343
EOG09264XM2	True	True	0.2031590413943355	0.0556666666666666	306	250	150	147	0.8571428571428571	0.8571428571428571	False	False	0.8169934640522876	0.98
EOG09264XOC	True	True	0.0831595411887382	0.0144557823129251	274	252	108	108	1.0	1.0	False	False	0.9197080291970803	1.0
EOG09264XOZ	True	True	0.0811033347056401	0.0085480093676814	694	610	397	367	1.0	1.0	False	False	0.8789625360230547	0.924433249370277
EOG09264XPY	True	True	0.1907936507936508	0.0095238095238095	225	180	68	68	1.0	1.0	False	False	0.8	1.0
EOG09264XT5	True	True	0.2237394957983193	0.0120481927710843	340	249	91	84	1.0	1.0	False	False	0.7323529411764705	0.9230769230769231
EOG09264XTW	True	True	0.0669571199266223	0.0450694281007295	623	607	197	197	1.0	1.0	False	False	0.9743178170144462	1.0
EOG09264XUV	False	False	0.4090269966254218	0.194938440492476	1778	731	16	15	0.2857142857142857	0.2857142857142857	False	False	0.4111361079865017	0.9375
EOG09264XVU	False	True	0.6360290817700386	0.0212703962703962	857	264	147	141	0.9285714285714286	0.9285714285714286	True	False	0.3080513418903151	0.9591836734693877
EOG09264XYD	True	True	0.2447552447552447	0.0169082125603864	286	207	92	92	0.8571428571428571	0.8571428571428571	False	False	0.7237762237762237	1.0
EOG09264Y0W	True	True	0.084841628959276	0.0046237915090374	204	183	61	60	0.9285714285714286	0.9285714285714286	False	False	0.8970588235294118	0.9836065573770492
EOG09264YEG	True	True	0.2230392156862745	0.0	204	155	4	4	1.0	1.0	False	False	0.7598039215686274	1.0
EOG09264YHS	True	True	0.1817265703728585	0.0020903010033444	229	184	60	60	0.9285714285714286	0.9285714285714286	False	False	0.8034934497816594	1.0
EOG09264YIJ	True	True	0.5310952783480256	0.0206378986866791	637	164	192	105	0.9285714285714286	0.9285714285714286	False	False	0.25745682888540034	0.546875
EOG09264YKY	True	True	0.3328100470957614	0.0445990180032733	294	188	69	66	0.9285714285714286	0.9285714285714286	False	False	0.6394557823129252	0.9565217391304348
EOG09264YNR	False	True	0.6510948905109489	0.0105559465165376	685	203	98	94	1.0	1.0	True	False	0.29635036496350364	0.9591836734693877
EOG09264Z1B	True	True	0.3017019082001031	0.0120431893687707	277	172	41	29	1.0	1.0	False	False	0.6209386281588448	0.7073170731707317
EOG09264Z3D	True	True	0.1281407035175879	0.0051325919589392	199	167	71	65	1.0	1.0	False	False	0.8391959798994975	0.9154929577464789
EOG09264ZDJ	True	True	0.1693227091633466	0.0274204468517264	251	211	105	105	1.0	1.0	False	False	0.8406374501992032	1.0
EOG09264ZDZ	False	True	0.6984680230201832	0.0816882232811436	949	226	140	125	0.9285714285714286	0.9285714285714286	True	False	0.23814541622760801	0.8928571428571429
EOG09264ZI5	True	True	0.2863436123348017	0.0060468631897203	227	147	21	21	0.6428571428571429	0.6428571428571429	False	False	0.6475770925110133	1.0
EOG09264ZQC	True	True	0.1743886743886744	0.0148475120385232	222	178	70	67	1.0	1.0	False	False	0.8018018018018018	0.9571428571428572
EOG09264ZWF	False	True	0.8363844393592678	0.0028315243039169	1748	163	39	37	0.9285714285714286	0.9285714285714286	True	False	0.09324942791762014	0.9487179487179487
EOG09264ZXA	True	True	0.1725576828669612	0.0012642225031605	291	226	85	80	1.0	1.0	False	False	0.7766323024054983	0.9411764705882353
EOG09265040	True	True	0.1267579570688378	0.0230346576500422	386	338	141	139	1.0	1.0	False	False	0.8756476683937824	0.9858156028368794
EOG0926505R	True	True	0.3647711511789182	0.007871720116618	412	245	156	152	1.0	1.0	False	False	0.5946601941747572	0.9743589743589743
EOG0926506U	True	True	0.2308270676691729	0.0	190	140	11	10	1.0	1.0	False	False	0.7368421052631579	0.9090909090909091
EOG0926506Z	True	True	0.1418527708850289	0.0107108081791626	186	158	38	38	0.9285714285714286	0.9285714285714286	False	False	0.8494623655913979	1.0
EOG092650I8	True	True	0.1423246357167062	0.046075751659508	227	197	91	89	0.9285714285714286	0.9285714285714286	False	False	0.8678414096916299	0.978021978021978
EOG092650VI	True	True	0.2368536371603856	0.0071119356833642	326	231	144	131	1.0	1.0	False	False	0.7085889570552147	0.9097222222222222
EOG0926510L	True	True	0.0769454123112659	0.0025624599615631	246	223	57	55	1.0	1.0	False	False	0.9065040650406504	0.9649122807017544
EOG0926514P	True	True	0.0052034058656575	0.0	151	140	10	10	1.0	1.0	False	False	0.9271523178807947	1.0
EOG092651BA	True	True	0.539803820340733	0.0351411178749308	745	278	186	156	0.9285714285714286	0.9285714285714286	False	False	0.3731543624161074	0.8387096774193549
EOG092651FJ	True	True	0.3390918641298004	0.0061913696060037	659	410	199	191	0.9285714285714286	0.9285714285714286	False	False	0.622154779969651	0.9597989949748744
EOG092651HW	True	True	0.1623397435897436	0.0228846153846153	480	400	188	186	0.9285714285714286	0.9285714285714286	False	False	0.8333333333333334	0.9893617021276596
EOG092651K1	False	True	0.6354002727940405	0.0406301824212272	1059	134	53	37	0.6428571428571429	0.6428571428571429	True	False	0.12653446647780925	0.6981132075471698
EOG092651LN	True	True	0.0094097519247219	0.0	167	165	30	30	1.0	1.0	False	False	0.9880239520958084	1.0
EOG092651OF	True	True	0.2679180887372013	0.0014144271570014	293	202	104	99	1.0	1.0	False	False	0.689419795221843	0.9519230769230769
EOG0926522L	True	True	0.2774838330393886	0.0022893772893772	243	156	76	60	1.0	1.0	False	False	0.6419753086419753	0.7894736842105263
EOG092652KR	True	True	0.1264450867052023	0.0	173	148	13	13	0.5714285714285714	0.5714285714285714	False	False	0.8554913294797688	1.0
EOG092652NQ	True	True	0.191150954308849	0.0059835452505609	247	191	63	60	1.0	1.0	False	False	0.7732793522267206	0.9523809523809523
EOG092652TN	True	True	0.1783523225241016	0.0043620501635768	163	131	57	56	1.0	1.0	False	False	0.803680981595092	0.9824561403508771
EOG092652Y6	True	True	0.116019818331957	0.0009523809523809	173	150	4	4	1.0	1.0	False	False	0.8670520231213873	1.0
EOG092652YI	True	True	0.1715976331360946	0.0853365384615384	143	128	38	38	0.9285714285714286	0.9285714285714286	False	False	0.8951048951048951	1.0
